vza,raa,CI,lidf,cab,lma,RUB,Rdsc,CB6F,gm,BallBerrySlope,BallBerry0
48.984375,158.203125,0.6109375,45.703125,49.6484375,84.3359375,58.203125,0.005630078125000001,135.546875,0.30238281250000004,13.30078125,0.93359375
48.984375,158.203125,0.6109375,45.703125,49.6484375,49.1015625,136.328125,0.005630078125000001,135.546875,0.30238281250000004,13.30078125,0.93359375
48.984375,158.203125,0.6109375,45.703125,49.6484375,49.1015625,58.203125,0.002536328125,135.546875,0.30238281250000004,13.30078125,0.93359375
48.984375,158.203125,0.6109375,45.703125,49.6484375,49.1015625,58.203125,0.005630078125000001,60.546875,0.30238281250000004,13.30078125,0.93359375
48.984375,158.203125,0.6109375,45.703125,49.6484375,49.1015625,58.203125,0.005630078125000001,135.546875,4.0838671875,13.30078125,0.93359375
48.984375,158.203125,0.6109375,45.703125,49.6484375,49.1015625,58.203125,0.005630078125000001,135.546875,0.30238281250000004,11.07421875,0.93359375
48.984375,158.203125,0.6109375,45.703125,49.6484375,49.1015625,58.203125,0.005630078125000001,135.546875,0.30238281250000004,13.30078125,0.73828125
48.984375,158.203125,0.6109375,45.703125,49.6484375,49.1015625,58.203125,0.005630078125000001,135.546875,0.30238281250000004,13.30078125,0.93359375
30.703125,149.765625,0.9171875,41.484375,38.1640625,29.3359375,86.328125,0.007486328125000001,110.546875,1.5888671875,3.57421875,0.23828125
18.984375,149.765625,0.9171875,41.484375,38.1640625,29.3359375,86.328125,0.007486328125000001,110.546875,1.5888671875,3.57421875,0.23828125
30.703125,68.203125,0.9171875,41.484375,38.1640625,29.3359375,86.328125,0.007486328125000001,110.546875,1.5888671875,3.57421875,0.23828125
30.703125,149.765625,0.8109375,41.484375,38.1640625,29.3359375,86.328125,0.007486328125000001,110.546875,1.5888671875,3.57421875,0.23828125
30.703125,149.765625,0.9171875,15.703125,38.1640625,29.3359375,86.328125,0.007486328125000001,110.546875,1.5888671875,3.57421875,0.23828125
30.703125,149.765625,0.9171875,41.484375,14.6484375,29.3359375,86.328125,0.007486328125000001,110.546875,1.5888671875,3.57421875,0.23828125
30.703125,149.765625,0.9171875,41.484375,38.1640625,104.1015625,86.328125,0.007486328125000001,110.546875,1.5888671875,3.57421875,0.23828125
30.703125,149.765625,0.9171875,41.484375,38.1640625,29.3359375,108.203125,0.007486328125000001,110.546875,1.5888671875,3.57421875,0.23828125
30.703125,149.765625,0.9171875,41.484375,38.1640625,29.3359375,86.328125,0.0006800781250000001,110.546875,1.5888671875,3.57421875,0.23828125
30.703125,149.765625,0.9171875,41.484375,38.1640625,29.3359375,86.328125,0.007486328125000001,85.546875,1.5888671875,3.57421875,0.23828125
30.703125,149.765625,0.9171875,41.484375,38.1640625,29.3359375,86.328125,0.007486328125000001,110.546875,2.7973828125,3.57421875,0.23828125
30.703125,149.765625,0.9171875,41.484375,38.1640625,29.3359375,86.328125,0.007486328125000001,110.546875,1.5888671875,5.80078125,0.23828125
30.703125,149.765625,0.9171875,41.484375,38.1640625,29.3359375,86.328125,0.007486328125000001,110.546875,1.5888671875,3.57421875,0.43359375
30.703125,68.203125,0.8109375,15.703125,14.6484375,104.1015625,108.203125,0.0006800781250000001,85.546875,2.7973828125,5.80078125,0.43359375
18.984375,149.765625,0.8109375,15.703125,14.6484375,104.1015625,108.203125,0.0006800781250000001,85.546875,2.7973828125,5.80078125,0.43359375
18.984375,68.203125,0.9171875,15.703125,14.6484375,104.1015625,108.203125,0.0006800781250000001,85.546875,2.7973828125,5.80078125,0.43359375
18.984375,68.203125,0.8109375,41.484375,14.6484375,104.1015625,108.203125,0.0006800781250000001,85.546875,2.7973828125,5.80078125,0.43359375
18.984375,68.203125,0.8109375,15.703125,38.1640625,104.1015625,108.203125,0.0006800781250000001,85.546875,2.7973828125,5.80078125,0.43359375
18.984375,68.203125,0.8109375,15.703125,14.6484375,29.3359375,108.203125,0.0006800781250000001,85.546875,2.7973828125,5.80078125,0.43359375
18.984375,68.203125,0.8109375,15.703125,14.6484375,104.1015625,86.328125,0.0006800781250000001,85.546875,2.7973828125,5.80078125,0.43359375
18.984375,68.203125,0.8109375,15.703125,14.6484375,104.1015625,108.203125,0.007486328125000001,85.546875,2.7973828125,5.80078125,0.43359375
18.984375,68.203125,0.8109375,15.703125,14.6484375,104.1015625,108.203125,0.0006800781250000001,110.546875,2.7973828125,5.80078125,0.43359375
18.984375,68.203125,0.8109375,15.703125,14.6484375,104.1015625,108.203125,0.0006800781250000001,85.546875,1.5888671875,5.80078125,0.43359375
18.984375,68.203125,0.8109375,15.703125,14.6484375,104.1015625,108.203125,0.0006800781250000001,85.546875,2.7973828125,3.57421875,0.43359375
18.984375,68.203125,0.8109375,15.703125,14.6484375,104.1015625,108.203125,0.0006800781250000001,85.546875,2.7973828125,5.80078125,0.23828125
18.984375,68.203125,0.8109375,15.703125,14.6484375,104.1015625,108.203125,0.0006800781250000001,85.546875,2.7973828125,5.80078125,0.43359375
45.703125,14.765625,0.6171875,26.484375,20.6640625,56.8359375,111.328125,0.009961328125,135.546875,0.3413671875,7.32421875,0.48828125
33.984375,14.765625,0.6171875,26.484375,20.6640625,56.8359375,111.328125,0.009961328125,135.546875,0.3413671875,7.32421875,0.48828125
45.703125,113.203125,0.6171875,26.484375,20.6640625,56.8359375,111.328125,0.009961328125,135.546875,0.3413671875,7.32421875,0.48828125
45.703125,14.765625,0.9109375,26.484375,20.6640625,56.8359375,111.328125,0.009961328125,135.546875,0.3413671875,7.32421875,0.48828125
45.703125,14.765625,0.6171875,30.703125,20.6640625,56.8359375,111.328125,0.009961328125,135.546875,0.3413671875,7.32421875,0.48828125
45.703125,14.765625,0.6171875,26.484375,32.1484375,56.8359375,111.328125,0.009961328125,135.546875,0.3413671875,7.32421875,0.48828125
45.703125,14.765625,0.6171875,26.484375,20.6640625,21.6015625,111.328125,0.009961328125,135.546875,0.3413671875,7.32421875,0.48828125
45.703125,14.765625,0.6171875,26.484375,20.6640625,56.8359375,133.203125,0.009961328125,135.546875,0.3413671875,7.32421875,0.48828125
45.703125,14.765625,0.6171875,26.484375,20.6640625,56.8359375,111.328125,0.008105078125,135.546875,0.3413671875,7.32421875,0.48828125
45.703125,14.765625,0.6171875,26.484375,20.6640625,56.8359375,111.328125,0.009961328125,110.546875,0.3413671875,7.32421875,0.48828125
45.703125,14.765625,0.6171875,26.484375,20.6640625,56.8359375,111.328125,0.009961328125,135.546875,4.0448828125,7.32421875,0.48828125
45.703125,14.765625,0.6171875,26.484375,20.6640625,56.8359375,111.328125,0.009961328125,135.546875,0.3413671875,9.55078125,0.48828125
45.703125,14.765625,0.6171875,26.484375,20.6640625,56.8359375,111.328125,0.009961328125,135.546875,0.3413671875,7.32421875,0.68359375
45.703125,113.203125,0.9109375,30.703125,32.1484375,21.6015625,133.203125,0.008105078125,110.546875,4.0448828125,9.55078125,0.68359375
33.984375,14.765625,0.9109375,30.703125,32.1484375,21.6015625,133.203125,0.008105078125,110.546875,4.0448828125,9.55078125,0.68359375
33.984375,113.203125,0.6171875,30.703125,32.1484375,21.6015625,133.203125,0.008105078125,110.546875,4.0448828125,9.55078125,0.68359375
33.984375,113.203125,0.9109375,26.484375,32.1484375,21.6015625,133.203125,0.008105078125,110.546875,4.0448828125,9.55078125,0.68359375
33.984375,113.203125,0.9109375,30.703125,20.6640625,21.6015625,133.203125,0.008105078125,110.546875,4.0448828125,9.55078125,0.68359375
33.984375,113.203125,0.9109375,30.703125,32.1484375,56.8359375,133.203125,0.008105078125,110.546875,4.0448828125,9.55078125,0.68359375
33.984375,113.203125,0.9109375,30.703125,32.1484375,21.6015625,111.328125,0.008105078125,110.546875,4.0448828125,9.55078125,0.68359375
33.984375,113.203125,0.9109375,30.703125,32.1484375,21.6015625,133.203125,0.009961328125,110.546875,4.0448828125,9.55078125,0.68359375
33.984375,113.203125,0.9109375,30.703125,32.1484375,21.6015625,133.203125,0.008105078125,135.546875,4.0448828125,9.55078125,0.68359375
33.984375,113.203125,0.9109375,30.703125,32.1484375,21.6015625,133.203125,0.008105078125,110.546875,0.3413671875,9.55078125,0.68359375
33.984375,113.203125,0.9109375,30.703125,32.1484375,21.6015625,133.203125,0.008105078125,110.546875,4.0448828125,7.32421875,0.68359375
33.984375,113.203125,0.9109375,30.703125,32.1484375,21.6015625,133.203125,0.008105078125,110.546875,4.0448828125,9.55078125,0.48828125
33.984375,113.203125,0.9109375,30.703125,32.1484375,21.6015625,133.203125,0.008105078125,110.546875,4.0448828125,9.55078125,0.68359375
15.703125,104.765625,0.8171875,56.484375,55.6640625,111.8359375,61.328125,0.005011328125000001,85.546875,2.8363671875,14.82421875,0.98828125
3.984375,104.765625,0.8171875,56.484375,55.6640625,111.8359375,61.328125,0.005011328125000001,85.546875,2.8363671875,14.82421875,0.98828125
15.703125,23.203125,0.8171875,56.484375,55.6640625,111.8359375,61.328125,0.005011328125000001,85.546875,2.8363671875,14.82421875,0.98828125
15.703125,104.765625,0.7109375,56.484375,55.6640625,111.8359375,61.328125,0.005011328125000001,85.546875,2.8363671875,14.82421875,0.98828125
15.703125,104.765625,0.8171875,0.703125,55.6640625,111.8359375,61.328125,0.005011328125000001,85.546875,2.8363671875,14.82421875,0.98828125
15.703125,104.765625,0.8171875,56.484375,67.1484375,111.8359375,61.328125,0.005011328125000001,85.546875,2.8363671875,14.82421875,0.98828125
15.703125,104.765625,0.8171875,56.484375,55.6640625,76.6015625,61.328125,0.005011328125000001,85.546875,2.8363671875,14.82421875,0.98828125
15.703125,104.765625,0.8171875,56.484375,55.6640625,111.8359375,83.203125,0.005011328125000001,85.546875,2.8363671875,14.82421875,0.98828125
15.703125,104.765625,0.8171875,56.484375,55.6640625,111.8359375,61.328125,0.003155078125,85.546875,2.8363671875,14.82421875,0.98828125
15.703125,104.765625,0.8171875,56.484375,55.6640625,111.8359375,61.328125,0.005011328125000001,60.546875,2.8363671875,14.82421875,0.98828125
15.703125,104.765625,0.8171875,56.484375,55.6640625,111.8359375,61.328125,0.005011328125000001,85.546875,1.5498828125000002,14.82421875,0.98828125
15.703125,104.765625,0.8171875,56.484375,55.6640625,111.8359375,61.328125,0.005011328125000001,85.546875,2.8363671875,2.05078125,0.98828125
15.703125,104.765625,0.8171875,56.484375,55.6640625,111.8359375,61.328125,0.005011328125000001,85.546875,2.8363671875,14.82421875,0.18359375
15.703125,23.203125,0.7109375,0.703125,67.1484375,76.6015625,83.203125,0.003155078125,60.546875,1.5498828125000002,2.05078125,0.18359375
3.984375,104.765625,0.7109375,0.703125,67.1484375,76.6015625,83.203125,0.003155078125,60.546875,1.5498828125000002,2.05078125,0.18359375
3.984375,23.203125,0.8171875,0.703125,67.1484375,76.6015625,83.203125,0.003155078125,60.546875,1.5498828125000002,2.05078125,0.18359375
3.984375,23.203125,0.7109375,56.484375,67.1484375,76.6015625,83.203125,0.003155078125,60.546875,1.5498828125000002,2.05078125,0.18359375
3.984375,23.203125,0.7109375,0.703125,55.6640625,76.6015625,83.203125,0.003155078125,60.546875,1.5498828125000002,2.05078125,0.18359375
3.984375,23.203125,0.7109375,0.703125,67.1484375,111.8359375,83.203125,0.003155078125,60.546875,1.5498828125000002,2.05078125,0.18359375
3.984375,23.203125,0.7109375,0.703125,67.1484375,76.6015625,61.328125,0.003155078125,60.546875,1.5498828125000002,2.05078125,0.18359375
3.984375,23.203125,0.7109375,0.703125,67.1484375,76.6015625,83.203125,0.005011328125000001,60.546875,1.5498828125000002,2.05078125,0.18359375
3.984375,23.203125,0.7109375,0.703125,67.1484375,76.6015625,83.203125,0.003155078125,85.546875,1.5498828125000002,2.05078125,0.18359375
3.984375,23.203125,0.7109375,0.703125,67.1484375,76.6015625,83.203125,0.003155078125,60.546875,2.8363671875,2.05078125,0.18359375
3.984375,23.203125,0.7109375,0.703125,67.1484375,76.6015625,83.203125,0.003155078125,60.546875,1.5498828125000002,14.82421875,0.18359375
3.984375,23.203125,0.7109375,0.703125,67.1484375,76.6015625,83.203125,0.003155078125,60.546875,1.5498828125000002,2.05078125,0.98828125
3.984375,23.203125,0.7109375,0.703125,67.1484375,76.6015625,83.203125,0.003155078125,60.546875,1.5498828125000002,2.05078125,0.18359375
23.203125,37.265625,0.9671875,48.984375,46.9140625,70.5859375,123.828125,0.008723828125,148.046875,2.2126171875,5.44921875,0.86328125
41.484375,37.265625,0.9671875,48.984375,46.9140625,70.5859375,123.828125,0.008723828125,148.046875,2.2126171875,5.44921875,0.86328125
23.203125,45.703125,0.9671875,48.984375,46.9140625,70.5859375,123.828125,0.008723828125,148.046875,2.2126171875,5.44921875,0.86328125
23.203125,37.265625,0.7609375,48.984375,46.9140625,70.5859375,123.828125,0.008723828125,148.046875,2.2126171875,5.44921875,0.86328125
23.203125,37.265625,0.9671875,8.203125,46.9140625,70.5859375,123.828125,0.008723828125,148.046875,2.2126171875,5.44921875,0.86328125
23.203125,37.265625,0.9671875,48.984375,75.8984375,70.5859375,123.828125,0.008723828125,148.046875,2.2126171875,5.44921875,0.86328125
23.203125,37.265625,0.9671875,48.984375,46.9140625,90.3515625,123.828125,0.008723828125,148.046875,2.2126171875,5.44921875,0.86328125
23.203125,37.265625,0.9671875,48.984375,46.9140625,70.5859375,145.703125,0.008723828125,148.046875,2.2126171875,5.44921875,0.86328125
23.203125,37.265625,0.9671875,48.984375,46.9140625,70.5859375,123.828125,0.006867578125000001,148.046875,2.2126171875,5.44921875,0.86328125
23.203125,37.265625,0.9671875,48.984375,46.9140625,70.5859375,123.828125,0.008723828125,148.046875,2.2126171875,5.44921875,0.86328125
23.203125,37.265625,0.9671875,48.984375,46.9140625,70.5859375,123.828125,0.008723828125,148.046875,0.9261328125,5.44921875,0.86328125
23.203125,37.265625,0.9671875,48.984375,46.9140625,70.5859375,123.828125,0.008723828125,148.046875,2.2126171875,7.67578125,0.86328125
23.203125,37.265625,0.9671875,48.984375,46.9140625,70.5859375,123.828125,0.008723828125,148.046875,2.2126171875,5.44921875,0.05859375
23.203125,45.703125,0.7609375,8.203125,75.8984375,90.3515625,145.703125,0.006867578125000001,148.046875,0.9261328125,7.67578125,0.05859375
41.484375,37.265625,0.7609375,8.203125,75.8984375,90.3515625,145.703125,0.006867578125000001,148.046875,0.9261328125,7.67578125,0.05859375
41.484375,45.703125,0.9671875,8.203125,75.8984375,90.3515625,145.703125,0.006867578125000001,148.046875,0.9261328125,7.67578125,0.05859375
41.484375,45.703125,0.7609375,48.984375,75.8984375,90.3515625,145.703125,0.006867578125000001,148.046875,0.9261328125,7.67578125,0.05859375
41.484375,45.703125,0.7609375,8.203125,46.9140625,90.3515625,145.703125,0.006867578125000001,148.046875,0.9261328125,7.67578125,0.05859375
41.484375,45.703125,0.7609375,8.203125,75.8984375,70.5859375,145.703125,0.006867578125000001,148.046875,0.9261328125,7.67578125,0.05859375
41.484375,45.703125,0.7609375,8.203125,75.8984375,90.3515625,123.828125,0.006867578125000001,148.046875,0.9261328125,7.67578125,0.05859375
41.484375,45.703125,0.7609375,8.203125,75.8984375,90.3515625,145.703125,0.008723828125,148.046875,0.9261328125,7.67578125,0.05859375
41.484375,45.703125,0.7609375,8.203125,75.8984375,90.3515625,145.703125,0.006867578125000001,148.046875,0.9261328125,7.67578125,0.05859375
41.484375,45.703125,0.7609375,8.203125,75.8984375,90.3515625,145.703125,0.006867578125000001,148.046875,2.2126171875,7.67578125,0.05859375
41.484375,45.703125,0.7609375,8.203125,75.8984375,90.3515625,145.703125,0.006867578125000001,148.046875,0.9261328125,5.44921875,0.05859375
41.484375,45.703125,0.7609375,8.203125,75.8984375,90.3515625,145.703125,0.006867578125000001,148.046875,0.9261328125,7.67578125,0.86328125
41.484375,45.703125,0.7609375,8.203125,75.8984375,90.3515625,145.703125,0.006867578125000001,148.046875,0.9261328125,7.67578125,0.05859375
53.203125,127.265625,0.7671875,18.984375,11.9140625,15.5859375,73.828125,0.0037738281250000003,98.046875,4.7076171875,12.94921875,0.36328125
11.484375,127.265625,0.7671875,18.984375,11.9140625,15.5859375,73.828125,0.0037738281250000003,98.046875,4.7076171875,12.94921875,0.36328125
53.203125,135.703125,0.7671875,18.984375,11.9140625,15.5859375,73.828125,0.0037738281250000003,98.046875,4.7076171875,12.94921875,0.36328125
53.203125,127.265625,0.9609375,18.984375,11.9140625,15.5859375,73.828125,0.0037738281250000003,98.046875,4.7076171875,12.94921875,0.36328125
53.203125,127.265625,0.7671875,38.203125,11.9140625,15.5859375,73.828125,0.0037738281250000003,98.046875,4.7076171875,12.94921875,0.36328125
53.203125,127.265625,0.7671875,18.984375,40.8984375,15.5859375,73.828125,0.0037738281250000003,98.046875,4.7076171875,12.94921875,0.36328125
53.203125,127.265625,0.7671875,18.984375,11.9140625,35.3515625,73.828125,0.0037738281250000003,98.046875,4.7076171875,12.94921875,0.36328125
53.203125,127.265625,0.7671875,18.984375,11.9140625,15.5859375,95.703125,0.0037738281250000003,98.046875,4.7076171875,12.94921875,0.36328125
53.203125,127.265625,0.7671875,18.984375,11.9140625,15.5859375,73.828125,0.0019175781250000002,98.046875,4.7076171875,12.94921875,0.36328125
53.203125,127.265625,0.7671875,18.984375,11.9140625,15.5859375,73.828125,0.0037738281250000003,98.046875,4.7076171875,12.94921875,0.36328125
53.203125,127.265625,0.7671875,18.984375,11.9140625,15.5859375,73.828125,0.0037738281250000003,98.046875,3.4211328125,12.94921875,0.36328125
53.203125,127.265625,0.7671875,18.984375,11.9140625,15.5859375,73.828125,0.0037738281250000003,98.046875,4.7076171875,0.17578125,0.36328125
53.203125,127.265625,0.7671875,18.984375,11.9140625,15.5859375,73.828125,0.0037738281250000003,98.046875,4.7076171875,12.94921875,0.55859375
53.203125,135.703125,0.9609375,38.203125,40.8984375,35.3515625,95.703125,0.0019175781250000002,98.046875,3.4211328125,0.17578125,0.55859375
11.484375,127.265625,0.9609375,38.203125,40.8984375,35.3515625,95.703125,0.0019175781250000002,98.046875,3.4211328125,0.17578125,0.55859375
11.484375,135.703125,0.7671875,38.203125,40.8984375,35.3515625,95.703125,0.0019175781250000002,98.046875,3.4211328125,0.17578125,0.55859375
11.484375,135.703125,0.9609375,18.984375,40.8984375,35.3515625,95.703125,0.0019175781250000002,98.046875,3.4211328125,0.17578125,0.55859375
11.484375,135.703125,0.9609375,38.203125,11.9140625,35.3515625,95.703125,0.0019175781250000002,98.046875,3.4211328125,0.17578125,0.55859375
11.484375,135.703125,0.9609375,38.203125,40.8984375,15.5859375,95.703125,0.0019175781250000002,98.046875,3.4211328125,0.17578125,0.55859375
11.484375,135.703125,0.9609375,38.203125,40.8984375,35.3515625,73.828125,0.0019175781250000002,98.046875,3.4211328125,0.17578125,0.55859375
11.484375,135.703125,0.9609375,38.203125,40.8984375,35.3515625,95.703125,0.0037738281250000003,98.046875,3.4211328125,0.17578125,0.55859375
11.484375,135.703125,0.9609375,38.203125,40.8984375,35.3515625,95.703125,0.0019175781250000002,98.046875,3.4211328125,0.17578125,0.55859375
11.484375,135.703125,0.9609375,38.203125,40.8984375,35.3515625,95.703125,0.0019175781250000002,98.046875,4.7076171875,0.17578125,0.55859375
11.484375,135.703125,0.9609375,38.203125,40.8984375,35.3515625,95.703125,0.0019175781250000002,98.046875,3.4211328125,12.94921875,0.55859375
11.484375,135.703125,0.9609375,38.203125,40.8984375,35.3515625,95.703125,0.0019175781250000002,98.046875,3.4211328125,0.17578125,0.36328125
11.484375,135.703125,0.9609375,38.203125,40.8984375,35.3515625,95.703125,0.0019175781250000002,98.046875,3.4211328125,0.17578125,0.55859375
38.203125,82.265625,0.8671875,33.984375,29.4140625,43.0859375,148.828125,0.001298828125,73.046875,3.4601171875,9.19921875,0.11328125
56.484375,82.265625,0.8671875,33.984375,29.4140625,43.0859375,148.828125,0.001298828125,73.046875,3.4601171875,9.19921875,0.11328125
38.203125,0.703125,0.8671875,33.984375,29.4140625,43.0859375,148.828125,0.001298828125,73.046875,3.4601171875,9.19921875,0.11328125
38.203125,82.265625,0.8609374999999999,33.984375,29.4140625,43.0859375,148.828125,0.001298828125,73.046875,3.4601171875,9.19921875,0.11328125
38.203125,82.265625,0.8671875,23.203125,29.4140625,43.0859375,148.828125,0.001298828125,73.046875,3.4601171875,9.19921875,0.11328125
38.203125,82.265625,0.8671875,33.984375,23.3984375,43.0859375,148.828125,0.001298828125,73.046875,3.4601171875,9.19921875,0.11328125
38.203125,82.265625,0.8671875,33.984375,29.4140625,117.8515625,148.828125,0.001298828125,73.046875,3.4601171875,9.19921875,0.11328125
38.203125,82.265625,0.8671875,33.984375,29.4140625,43.0859375,70.703125,0.001298828125,73.046875,3.4601171875,9.19921875,0.11328125
38.203125,82.265625,0.8671875,33.984375,29.4140625,43.0859375,148.828125,0.009342578125,73.046875,3.4601171875,9.19921875,0.11328125
38.203125,82.265625,0.8671875,33.984375,29.4140625,43.0859375,148.828125,0.001298828125,123.046875,3.4601171875,9.19921875,0.11328125
38.203125,82.265625,0.8671875,33.984375,29.4140625,43.0859375,148.828125,0.001298828125,73.046875,4.6686328125,9.19921875,0.11328125
38.203125,82.265625,0.8671875,33.984375,29.4140625,43.0859375,148.828125,0.001298828125,73.046875,3.4601171875,11.42578125,0.11328125
38.203125,82.265625,0.8671875,33.984375,29.4140625,43.0859375,148.828125,0.001298828125,73.046875,3.4601171875,9.19921875,0.30859375
38.203125,0.703125,0.8609374999999999,23.203125,23.3984375,117.8515625,70.703125,0.009342578125,123.046875,4.6686328125,11.42578125,0.30859375
56.484375,82.265625,0.8609374999999999,23.203125,23.3984375,117.8515625,70.703125,0.009342578125,123.046875,4.6686328125,11.42578125,0.30859375
56.484375,0.703125,0.8671875,23.203125,23.3984375,117.8515625,70.703125,0.009342578125,123.046875,4.6686328125,11.42578125,0.30859375
56.484375,0.703125,0.8609374999999999,33.984375,23.3984375,117.8515625,70.703125,0.009342578125,123.046875,4.6686328125,11.42578125,0.30859375
56.484375,0.703125,0.8609374999999999,23.203125,29.4140625,117.8515625,70.703125,0.009342578125,123.046875,4.6686328125,11.42578125,0.30859375
56.484375,0.703125,0.8609374999999999,23.203125,23.3984375,43.0859375,70.703125,0.009342578125,123.046875,4.6686328125,11.42578125,0.30859375
56.484375,0.703125,0.8609374999999999,23.203125,23.3984375,117.8515625,148.828125,0.009342578125,123.046875,4.6686328125,11.42578125,0.30859375
56.484375,0.703125,0.8609374999999999,23.203125,23.3984375,117.8515625,70.703125,0.001298828125,123.046875,4.6686328125,11.42578125,0.30859375
56.484375,0.703125,0.8609374999999999,23.203125,23.3984375,117.8515625,70.703125,0.009342578125,73.046875,4.6686328125,11.42578125,0.30859375
56.484375,0.703125,0.8609374999999999,23.203125,23.3984375,117.8515625,70.703125,0.009342578125,123.046875,3.4601171875,11.42578125,0.30859375
56.484375,0.703125,0.8609374999999999,23.203125,23.3984375,117.8515625,70.703125,0.009342578125,123.046875,4.6686328125,9.19921875,0.30859375
56.484375,0.703125,0.8609374999999999,23.203125,23.3984375,117.8515625,70.703125,0.009342578125,123.046875,4.6686328125,11.42578125,0.11328125
56.484375,0.703125,0.8609374999999999,23.203125,23.3984375,117.8515625,70.703125,0.009342578125,123.046875,4.6686328125,11.42578125,0.30859375
8.203125,172.265625,0.6671874999999999,3.984375,64.4140625,98.0859375,98.828125,0.0062488281250000005,123.046875,0.9651171875000001,1.69921875,0.61328125
26.484375,172.265625,0.6671874999999999,3.984375,64.4140625,98.0859375,98.828125,0.0062488281250000005,123.046875,0.9651171875000001,1.69921875,0.61328125
8.203125,90.703125,0.6671874999999999,3.984375,64.4140625,98.0859375,98.828125,0.0062488281250000005,123.046875,0.9651171875000001,1.69921875,0.61328125
8.203125,172.265625,0.6609375,3.984375,64.4140625,98.0859375,98.828125,0.0062488281250000005,123.046875,0.9651171875000001,1.69921875,0.61328125
8.203125,172.265625,0.6671874999999999,53.203125,64.4140625,98.0859375,98.828125,0.0062488281250000005,123.046875,0.9651171875000001,1.69921875,0.61328125
8.203125,172.265625,0.6671874999999999,3.984375,58.3984375,98.0859375,98.828125,0.0062488281250000005,123.046875,0.9651171875000001,1.69921875,0.61328125
8.203125,172.265625,0.6671874999999999,3.984375,64.4140625,62.8515625,98.828125,0.0062488281250000005,123.046875,0.9651171875000001,1.69921875,0.61328125
8.203125,172.265625,0.6671874999999999,3.984375,64.4140625,98.0859375,120.703125,0.0062488281250000005,123.046875,0.9651171875000001,1.69921875,0.61328125
8.203125,172.265625,0.6671874999999999,3.984375,64.4140625,98.0859375,98.828125,0.004392578125,123.046875,0.9651171875000001,1.69921875,0.61328125
8.203125,172.265625,0.6671874999999999,3.984375,64.4140625,98.0859375,98.828125,0.0062488281250000005,73.046875,0.9651171875000001,1.69921875,0.61328125
8.203125,172.265625,0.6671874999999999,3.984375,64.4140625,98.0859375,98.828125,0.0062488281250000005,123.046875,2.1736328124999997,1.69921875,0.61328125
8.203125,172.265625,0.6671874999999999,3.984375,64.4140625,98.0859375,98.828125,0.0062488281250000005,123.046875,0.9651171875000001,3.92578125,0.61328125
8.203125,172.265625,0.6671874999999999,3.984375,64.4140625,98.0859375,98.828125,0.0062488281250000005,123.046875,0.9651171875000001,1.69921875,0.80859375
